review_id,category,review_text,true_label,has_negation,negation_pattern,negation_cue,rating
R2680,Sports,Surprisingly handy for the price.,Positive,False,none,,4
R0113,Grocery,Fails to connect consistently—useless waste.,Negative,True,fail_to_connect,fail to,3
R0649,Grocery,"Not a premium device, but a handy value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0225,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R2439,Pet Supplies,Really reliable design; would buy again.,Positive,False,none,,3
R0365,Grocery,Hardly any improvement; battery life remains noisy.,Negative,True,hardly_any_battery,hardly,3
R0433,Clothing,Fails to connect consistently—overpriced risk.,Negative,True,fail_to_connect,fail to,1
R0703,Toys & Games,Not as fast as described; flimsy in places.,Negative,True,not_as_advertised,not,1
R2215,Automotive,The packaging is useful.,Positive,False,none,,3
R1888,Pet Supplies,Came without a manual and the setup was bad.,Negative,True,without_manual,without,3
R2654,Sports,Really useless defect.,Negative,False,none,,1
R0209,Home & Kitchen,It's not awful at all; actually smooth.,Positive,True,litotes_not_bad,not,4
R1914,Automotive,"Not only bright features, but also bright build.",Positive,True,not_only_but_also,not only,4
R2894,Sports,I love this Sports item—excellent packaging.,Positive,False,none,,5
R0108,Electronics,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,2
R2782,Sports,I love this Sports item—smooth sound.,Positive,False,none,,4
R1765,Grocery,It's not uncommon for it to not charge; still amazing.,Positive,True,double_negation,not ... not,3
R0677,Grocery,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R1082,Automotive,Not bad at all—excellent camera.,Positive,True,not_bad_at_all,not,3
R0275,Toys & Games,It's not uncommon for it to not last; still durable.,Positive,True,double_negation,not ... not,3
R0061,Home & Kitchen,"Not only handy performance, but also handy build.",Positive,True,not_only_but_also,not only,5
R1828,Toys & Games,Fails to connect consistently—blurry noise.,Negative,True,fail_to_connect,fail to,3
R0467,Sports,I've never been disappointed—smooth display.,Positive,True,never_disappointed,never,3
R2329,Electronics,This Electronics purchase was excellent.,Positive,False,none,,5
R2388,Sports,This Sports product is laggy.,Negative,False,none,,2
R1185,Home & Kitchen,"Not a premium device, but a amazing value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2112,Home & Kitchen,The return felt slow.,Negative,False,none,,2
R0864,Sports,Not bad at all—useful support.,Positive,True,not_bad_at_all,not,5
R0750,Grocery,No proper support and dim noise.,Negative,True,no_support,no,1
R2510,Pet Supplies,This Pet Supplies purchase was smooth.,Positive,False,none,,4
R1321,Beauty,"Not a performance boost, but a noisy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0714,Toys & Games,"Not only clear sound, but also clear build.",Positive,True,not_only_but_also,not only,3
R0956,Grocery,I've never been disappointed—durable design.,Positive,True,never_disappointed,never,3
R1017,Home & Kitchen,No proper support and terrible refund.,Negative,True,no_support,no,2
R1091,Home & Kitchen,It never works when I need it; slow glitch.,Negative,True,never_works,never,2
R2908,Grocery,Surprisingly great for the price.,Positive,False,none,,4
R1966,Beauty,The error felt uncomfortable.,Negative,False,none,,1
R2434,Sports,This Sports product is overpriced.,Negative,False,none,,1
R0202,Clothing,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R2718,Toys & Games,I love this Toys & Games item—great fit.,Positive,False,none,,5
R1987,Grocery,Disappointed—overpriced overall.,Negative,False,none,,3
R0886,Pet Supplies,"Not a premium device, but a affordable value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R0609,Toys & Games,It never works when I need it; overpriced waste.,Negative,True,never_works,never,1
R0408,Automotive,"Not a performance boost, but a unreliable downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1565,Books,No proper support and uncomfortable defect.,Negative,True,no_support,no,1
R1683,Pet Supplies,Not as comfortable as described; bad in places.,Negative,True,not_as_advertised,not,2
R2995,Sports,Disappointed—awful overall.,Negative,False,none,,2
R1199,Grocery,"Not only clear display, but also clear build.",Positive,True,not_only_but_also,not only,4
R2280,Grocery,Terrible experience; would not recommend.,Negative,False,none,,1
R1566,Beauty,Not as excellent as described; awful in places.,Negative,True,not_as_advertised,not,3
R1699,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R0493,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,1
R1799,Beauty,No proper support and dim waste.,Negative,True,no_support,no,1
R2617,Sports,Terrible experience; would not recommend.,Negative,False,none,,2
R1898,Beauty,"Not only durable battery life, but also durable build.",Positive,True,not_only_but_also,not only,4
R0814,Sports,Not as bright as described; unreliable in places.,Negative,True,not_as_advertised,not,3
R0267,Clothing,It's not uncommon for it to not last; still smooth.,Positive,True,double_negation,not ... not,4
R0917,Automotive,No proper support and blurry lag.,Negative,True,no_support,no,2
R2019,Clothing,Really clear design; would buy again.,Positive,False,none,,5
R2761,Books,Disappointed—fragile overall.,Negative,False,none,,3
R2729,Automotive,Surprisingly fast for the price.,Positive,False,none,,4
R2036,Books,The display is amazing.,Positive,False,none,,3
R2450,Electronics,The noise felt noisy.,Negative,False,none,,1
R1220,Books,It never works when I need it; slow scratch.,Negative,True,never_works,never,3
R2416,Beauty,Surprisingly bright for the price.,Positive,False,none,,5
R0156,Toys & Games,"Not a performance boost, but a dim downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2056,Clothing,Disappointed—dim overall.,Negative,False,none,,1
R1047,Home & Kitchen,I've never been disappointed—powerful quality.,Positive,True,never_disappointed,never,4
R2728,Electronics,I love this Electronics item—excellent build.,Positive,False,none,,4
R0706,Grocery,It's not weak at all; actually smooth.,Positive,True,litotes_not_bad,not,5
R1298,Electronics,"Not only comfortable performance, but also comfortable build.",Positive,True,not_only_but_also,not only,5
R0270,Toys & Games,Not bad at all—affordable support.,Positive,True,not_bad_at_all,not,3
R1022,Automotive,"Not a performance boost, but a flimsy downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R1291,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0013,Grocery,No proper support and blurry return.,Negative,True,no_support,no,2
R2352,Home & Kitchen,The heat felt flimsy.,Negative,False,none,,3
R1105,Automotive,I've never been disappointed—clear features.,Positive,True,never_disappointed,never,5
R2306,Sports,Disappointed—uncomfortable overall.,Negative,False,none,,1
R0279,Home & Kitchen,"Not a performance boost, but a awful downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2262,Beauty,This Beauty product is dim.,Negative,False,none,,3
R2228,Pet Supplies,This Pet Supplies product is useless.,Negative,False,none,,3
R0967,Grocery,Came without a manual and the setup was terrible.,Negative,True,without_manual,without,2
R2399,Home & Kitchen,Really great fit; would buy again.,Positive,False,none,,4
R1076,Home & Kitchen,Came without a manual and the setup was weak.,Negative,True,without_manual,without,2
R2924,Electronics,Terrible experience; would not recommend.,Negative,False,none,,2
R0153,Home & Kitchen,Hardly any improvement; battery life remains bad.,Negative,True,hardly_any_battery,hardly,3
R1034,Beauty,Not as fast as described; blurry in places.,Negative,True,not_as_advertised,not,1
R0510,Electronics,It never works when I need it; uncomfortable issue.,Negative,True,never_works,never,3
R1915,Home & Kitchen,It's not uncomfortable at all; actually excellent.,Positive,True,litotes_not_bad,not,4
R1990,Electronics,This Electronics product is unreliable.,Negative,False,none,,1
R2411,Clothing,Surprisingly smooth for the price.,Positive,False,none,,4
R2531,Pet Supplies,Really comfortable battery life; would buy again.,Positive,False,none,,5
R0208,Home & Kitchen,It's not slow at all; actually reliable.,Positive,True,litotes_not_bad,not,3
R2916,Books,Disappointed—weak overall.,Negative,False,none,,2
R0278,Electronics,Design is unobtrusive and setup is effortless—truly excellent.,Positive,True,neg_prefix_positive,un-,5
R0103,Sports,It's not overpriced at all; actually smooth.,Positive,True,litotes_not_bad,not,4
R2414,Home & Kitchen,The price is fantastic.,Positive,False,none,,5
R1354,Electronics,"Not a premium device, but a clear value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R1273,Electronics,It's not uncommon for it to not last; still great.,Positive,True,double_negation,not ... not,4
R0411,Sports,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R1744,Electronics,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,2
R1700,Pet Supplies,It's not uncommon for it to not pair; still amazing.,Positive,True,double_negation,not ... not,5
R1651,Books,Not bad at all—great design.,Positive,True,not_bad_at_all,not,3
R1090,Automotive,No proper support and dim waste.,Negative,True,no_support,no,3
R0236,Clothing,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,3
R0132,Books,Fails to connect consistently—slow waste.,Negative,True,fail_to_connect,fail to,3
R0078,Pet Supplies,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,1
R1946,Automotive,It's not uncommon for it to not connect; still reliable.,Positive,True,double_negation,not ... not,4
R2891,Grocery,Really noisy smell.,Negative,False,none,,2
R0986,Pet Supplies,Hardly any improvement; battery life remains dim.,Negative,True,hardly_any_battery,hardly,2
R2149,Books,This Books product is terrible.,Negative,False,none,,1
R0263,Grocery,Not as affordable as described; weak in places.,Negative,True,not_as_advertised,not,1
R2957,Sports,Really fantastic camera; would buy again.,Positive,False,none,,5
R1447,Books,Not bad at all—fast support.,Positive,True,not_bad_at_all,not,4
R0324,Clothing,Fails to connect consistently—awful waste.,Negative,True,fail_to_connect,fail to,2
R0610,Clothing,Design is unobtrusive and setup is effortless—truly bright.,Positive,True,neg_prefix_positive,un-,3
R1790,Toys & Games,Design is unobtrusive and setup is effortless—truly smooth.,Positive,True,neg_prefix_positive,un-,4
R1613,Home & Kitchen,I've never been disappointed—great build.,Positive,True,never_disappointed,never,5
R1792,Toys & Games,It's not uncommon for it to not charge; still bright.,Positive,True,double_negation,not ... not,5
R1042,Toys & Games,Not as fantastic as described; laggy in places.,Negative,True,not_as_advertised,not,3
R2996,Clothing,Really fantastic features; would buy again.,Positive,False,none,,4
R0642,Home & Kitchen,Design is unobtrusive and setup is effortless—truly excellent.,Positive,True,neg_prefix_positive,un-,4
R1649,Pet Supplies,It's not uncommon for it to not crash; still fast.,Positive,True,double_negation,not ... not,4
R2487,Pet Supplies,I love this Pet Supplies item—reliable quality.,Positive,False,none,,3
R0821,Books,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,1
R2982,Clothing,This Clothing purchase was handy.,Positive,False,none,,4
R1368,Sports,Fails to connect consistently—laggy glitch.,Negative,True,fail_to_connect,fail to,1
R0023,Grocery,"Not a premium device, but a powerful value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R2299,Pet Supplies,Really slow noise.,Negative,False,none,,2
R0494,Sports,Not bad at all—excellent build.,Positive,True,not_bad_at_all,not,3
R0838,Electronics,Fails to connect consistently—blurry scratch.,Negative,True,fail_to_connect,fail to,2
R0122,Home & Kitchen,It never works when I need it; dim lag.,Negative,True,never_works,never,1
R2033,Clothing,This Clothing product is bad.,Negative,False,none,,2
R2920,Grocery,This Grocery product is dim.,Negative,False,none,,3
R2442,Beauty,Disappointed—laggy overall.,Negative,False,none,,2
R1760,Beauty,Not as clear as described; flimsy in places.,Negative,True,not_as_advertised,not,1
R1745,Beauty,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,2
R2914,Grocery,I love this Grocery item—useful fit.,Positive,False,none,,3
R1456,Electronics,Came without a manual and the setup was flimsy.,Negative,True,without_manual,without,1
R2164,Beauty,Disappointed—flimsy overall.,Negative,False,none,,3
R2178,Automotive,The price is powerful.,Positive,False,none,,3
R1430,Beauty,Hardly any improvement; battery life remains flimsy.,Negative,True,hardly_any_battery,hardly,2
R2970,Clothing,I love this Clothing item—powerful fit.,Positive,False,none,,4
R1783,Beauty,Fails to connect consistently—laggy defect.,Negative,True,fail_to_connect,fail to,3
R2315,Pet Supplies,Surprisingly clear for the price.,Positive,False,none,,4
R2845,Automotive,The problem felt slow.,Negative,False,none,,1
R0102,Grocery,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,3
R0806,Automotive,It's not uncommon for it to not pair; still fantastic.,Positive,True,double_negation,not ... not,5
R0468,Grocery,Came without a manual and the setup was awful.,Negative,True,without_manual,without,3
R0717,Automotive,Not bad at all—comfortable design.,Positive,True,not_bad_at_all,not,4
R1641,Toys & Games,Not bad at all—powerful fit.,Positive,True,not_bad_at_all,not,3
R0818,Electronics,It's not uncommon for it to not crash; still fantastic.,Positive,True,double_negation,not ... not,4
R1230,Automotive,"Not a performance boost, but a terrible downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R2016,Home & Kitchen,I love this Home & Kitchen item—useful support.,Positive,False,none,,4
R2958,Beauty,The build is affordable.,Positive,False,none,,3
R2174,Electronics,I love this Electronics item—bright design.,Positive,False,none,,3
R1480,Pet Supplies,I've never been disappointed—powerful support.,Positive,True,never_disappointed,never,4
R1179,Toys & Games,No proper support and awful risk.,Negative,True,no_support,no,2
R0196,Home & Kitchen,Not as reliable as described; dim in places.,Negative,True,not_as_advertised,not,3
R0327,Grocery,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,3
R1361,Sports,Fails to connect consistently—bad refund.,Negative,True,fail_to_connect,fail to,3
R0939,Home & Kitchen,Design is unobtrusive and setup is effortless—truly comfortable.,Positive,True,neg_prefix_positive,un-,3
R1893,Books,Came without a manual and the setup was awful.,Negative,True,without_manual,without,3
R2674,Sports,Really clear build; would buy again.,Positive,False,none,,3
R2901,Electronics,This Electronics product is slow.,Negative,False,none,,1
R0417,Toys & Games,No proper support and awful heat.,Negative,True,no_support,no,3
R1856,Toys & Games,Not bad at all—bright quality.,Positive,True,not_bad_at_all,not,3
R1674,Home & Kitchen,It never works when I need it; overpriced glitch.,Negative,True,never_works,never,1
R0174,Home & Kitchen,"Not a premium device, but a reliable value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2083,Sports,Really awful waste.,Negative,False,none,,3
R0801,Books,Not as excellent as described; flimsy in places.,Negative,True,not_as_advertised,not,1
R0346,Sports,"Not a premium device, but a affordable value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1899,Beauty,I've never been disappointed—durable design.,Positive,True,never_disappointed,never,4
R2848,Toys & Games,I love this Toys & Games item—smooth price.,Positive,False,none,,5
R1404,Books,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,1
R0444,Sports,"Not only powerful build, but also powerful build.",Positive,True,not_only_but_also,not only,3
R0125,Pet Supplies,"Not only great delivery, but also great build.",Positive,True,not_only_but_also,not only,5
R2428,Electronics,The support is useful.,Positive,False,none,,5
R0607,Pet Supplies,"Not only smooth design, but also smooth build.",Positive,True,not_only_but_also,not only,5
R0440,Home & Kitchen,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,4
R1835,Pet Supplies,Design is unobtrusive and setup is effortless—truly durable.,Positive,True,neg_prefix_positive,un-,3
R1501,Clothing,It's not blurry at all; actually great.,Positive,True,litotes_not_bad,not,3
R0400,Home & Kitchen,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,3
R2118,Sports,Surprisingly reliable for the price.,Positive,False,none,,5
R0054,Pet Supplies,No proper support and slow issue.,Negative,True,no_support,no,3
R2230,Electronics,I love this Electronics item—smooth features.,Positive,False,none,,4
R0175,Books,"Not a performance boost, but a terrible downgrade.",Negative,True,not_x_but_y_negative,not ... but,2
R2115,Beauty,This Beauty product is laggy.,Negative,False,none,,1
R1736,Beauty,Not as great as described; useless in places.,Negative,True,not_as_advertised,not,2
R2669,Toys & Games,Disappointed—laggy overall.,Negative,False,none,,2
R2870,Clothing,The build is reliable.,Positive,False,none,,4
R0369,Electronics,I've never been disappointed—useful performance.,Positive,True,never_disappointed,never,4
R1132,Clothing,Design is unobtrusive and setup is effortless—truly great.,Positive,True,neg_prefix_positive,un-,3
R1633,Automotive,Came without a manual and the setup was unreliable.,Negative,True,without_manual,without,3
R1841,Home & Kitchen,Not bad at all—clear camera.,Positive,True,not_bad_at_all,not,4
R2856,Sports,Really weak waste.,Negative,False,none,,1
R0942,Clothing,"Not a performance boost, but a awful downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2998,Automotive,The waste felt fragile.,Negative,False,none,,3
R1690,Books,Not as fantastic as described; slow in places.,Negative,True,not_as_advertised,not,1
R0110,Beauty,It's not uncommon for it to not charge; still excellent.,Positive,True,double_negation,not ... not,5
R2789,Clothing,Terrible experience; would not recommend.,Negative,False,none,,1
R0159,Books,I've never been disappointed—useful features.,Positive,True,never_disappointed,never,5
R0503,Automotive,It's not uncomfortable at all; actually durable.,Positive,True,litotes_not_bad,not,5
R2855,Clothing,The display is amazing.,Positive,False,none,,4
R2695,Grocery,Really noisy issue.,Negative,False,none,,2
R0244,Clothing,It's not laggy at all; actually handy.,Positive,True,litotes_not_bad,not,4
R2274,Clothing,Terrible experience; would not recommend.,Negative,False,none,,2
R0181,Books,Not as amazing as described; flimsy in places.,Negative,True,not_as_advertised,not,2
R0453,Electronics,No proper support and unreliable problem.,Negative,True,no_support,no,2
R2910,Beauty,This Beauty product is overpriced.,Negative,False,none,,2
R1779,Pet Supplies,It's not uncommon for it to not last; still comfortable.,Positive,True,double_negation,not ... not,4
R1892,Sports,I've never been disappointed—great battery life.,Positive,True,never_disappointed,never,5
R1029,Electronics,It's not uncommon for it to not last; still useful.,Positive,True,double_negation,not ... not,4
R0561,Electronics,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0436,Clothing,Fails to connect consistently—terrible waste.,Negative,True,fail_to_connect,fail to,2
R1965,Electronics,Really powerful sound; would buy again.,Positive,False,none,,5
R1030,Books,Not bad at all—bright design.,Positive,True,not_bad_at_all,not,4
R1009,Beauty,Fails to connect consistently—blurry refund.,Negative,True,fail_to_connect,fail to,2
R2969,Automotive,This Automotive purchase was fast.,Positive,False,none,,4
R1742,Sports,"Not only useful build, but also useful build.",Positive,True,not_only_but_also,not only,5
R1168,Pet Supplies,It never works when I need it; useless issue.,Negative,True,never_works,never,1
R1524,Sports,It's not uncommon for it to not connect; still durable.,Positive,True,double_negation,not ... not,4
R1426,Beauty,"Not only affordable packaging, but also affordable build.",Positive,True,not_only_but_also,not only,4
R2418,Sports,The issue felt slow.,Negative,False,none,,1
R1814,Grocery,Not bad at all—great camera.,Positive,True,not_bad_at_all,not,5
R1520,Pet Supplies,No proper support and blurry issue.,Negative,True,no_support,no,3
R0266,Pet Supplies,"Not a performance boost, but a laggy downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R2757,Toys & Games,Disappointed—bad overall.,Negative,False,none,,1
R1263,Automotive,Not bad at all—amazing quality.,Positive,True,not_bad_at_all,not,4
R1734,Grocery,It never works when I need it; fragile issue.,Negative,True,never_works,never,1
R1510,Clothing,Not as smooth as described; unreliable in places.,Negative,True,not_as_advertised,not,1
R1850,Clothing,It's not uncommon for it to not crash; still durable.,Positive,True,double_negation,not ... not,5
R2621,Sports,The defect felt bad.,Negative,False,none,,1
R2312,Electronics,Disappointed—fragile overall.,Negative,False,none,,2
R2700,Toys & Games,I love this Toys & Games item—fantastic support.,Positive,False,none,,4
R1662,Home & Kitchen,Not bad at all—reliable price.,Positive,True,not_bad_at_all,not,5
R1488,Toys & Games,Design is unobtrusive and setup is effortless—truly clear.,Positive,True,neg_prefix_positive,un-,4
R2524,Clothing,The display is clear.,Positive,False,none,,4
R2699,Home & Kitchen,Really laggy glitch.,Negative,False,none,,3
R0511,Electronics,Design is unobtrusive and setup is effortless—truly durable.,Positive,True,neg_prefix_positive,un-,3
R0241,Sports,Design is unobtrusive and setup is effortless—truly affordable.,Positive,True,neg_prefix_positive,un-,4
R1023,Electronics,Not bad at all—bright fit.,Positive,True,not_bad_at_all,not,3
R0133,Grocery,It's not uncommon for it to not fail; still comfortable.,Positive,True,double_negation,not ... not,4
R1170,Beauty,Hardly any improvement; battery life remains slow.,Negative,True,hardly_any_battery,hardly,1
R0909,Sports,It never works when I need it; dim waste.,Negative,True,never_works,never,2
R0032,Clothing,"Not a premium device, but a excellent value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2630,Electronics,This Electronics purchase was clear.,Positive,False,none,,5
R2588,Beauty,Really bad issue.,Negative,False,none,,3
R0650,Automotive,"Not a premium device, but a smooth value for the price.",Positive,True,not_x_but_y_positive,not ... but,3
R2921,Automotive,This Automotive product is laggy.,Negative,False,none,,2
R1309,Clothing,No proper support and fragile smell.,Negative,True,no_support,no,2
R1403,Sports,No proper support and awful issue.,Negative,True,no_support,no,1
R0439,Home & Kitchen,It's not uncommon for it to not crash; still durable.,Positive,True,double_negation,not ... not,4
R2176,Automotive,I love this Automotive item—durable features.,Positive,False,none,,4
R1153,Automotive,No proper support and weak error.,Negative,True,no_support,no,1
R0519,Clothing,It's not uncommon for it to not charge; still fast.,Positive,True,double_negation,not ... not,3
R0533,Grocery,Design is unobtrusive and setup is effortless—truly fast.,Positive,True,neg_prefix_positive,un-,3
R0935,Beauty,It's not fragile at all; actually clear.,Positive,True,litotes_not_bad,not,3
R1689,Automotive,Hardly any improvement; battery life remains terrible.,Negative,True,hardly_any_battery,hardly,2
R0092,Sports,Design is unobtrusive and setup is effortless—truly fantastic.,Positive,True,neg_prefix_positive,un-,3
R2420,Automotive,Really dim refund.,Negative,False,none,,1
R1746,Clothing,"Not a performance boost, but a bad downgrade.",Negative,True,not_x_but_y_negative,not ... but,3
R1767,Grocery,Came without a manual and the setup was noisy.,Negative,True,without_manual,without,2
R0350,Sports,It never works when I need it; weak refund.,Negative,True,never_works,never,1
R2979,Grocery,Terrible experience; would not recommend.,Negative,False,none,,3
R0252,Books,"Not a premium device, but a reliable value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2538,Beauty,Really terrible heat.,Negative,False,none,,2
R2454,Toys & Games,This Toys & Games product is awful.,Negative,False,none,,1
R0682,Automotive,No proper support and blurry heat.,Negative,True,no_support,no,1
R0248,Beauty,It's not uncommon for it to not crash; still reliable.,Positive,True,double_negation,not ... not,3
R1139,Automotive,Not as excellent as described; weak in places.,Negative,True,not_as_advertised,not,3
R2027,Electronics,I love this Electronics item—amazing packaging.,Positive,False,none,,3
R2284,Pet Supplies,The display is amazing.,Positive,False,none,,4
R0946,Toys & Games,Fails to connect consistently—weak heat.,Negative,True,fail_to_connect,fail to,3
R1964,Home & Kitchen,Really terrible lag.,Negative,False,none,,2
R2904,Toys & Games,Surprisingly handy for the price.,Positive,False,none,,5
R2516,Beauty,This Beauty product is noisy.,Negative,False,none,,2
R1483,Toys & Games,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0505,Books,No proper support and useless error.,Negative,True,no_support,no,1
R1731,Automotive,Not as bright as described; terrible in places.,Negative,True,not_as_advertised,not,2
R0221,Sports,Not as great as described; useless in places.,Negative,True,not_as_advertised,not,2
R1974,Books,This Books purchase was smooth.,Positive,False,none,,5
R0577,Pet Supplies,"Not a premium device, but a reliable value for the price.",Positive,True,not_x_but_y_positive,not ... but,5
R0106,Clothing,No proper support and unreliable glitch.,Negative,True,no_support,no,3
R0640,Toys & Games,"Not only handy battery life, but also handy build.",Positive,True,not_only_but_also,not only,4
R0307,Grocery,Fails to connect consistently—overpriced delay.,Negative,True,fail_to_connect,fail to,1
R1063,Grocery,"Not only smooth battery life, but also smooth build.",Positive,True,not_only_but_also,not only,4
R0111,Beauty,"Not a performance boost, but a overpriced downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0869,Automotive,Not as powerful as described; slow in places.,Negative,True,not_as_advertised,not,3
R0534,Grocery,Fails to connect consistently—overpriced glitch.,Negative,True,fail_to_connect,fail to,2
R1258,Electronics,Hardly any improvement; battery life remains awful.,Negative,True,hardly_any_battery,hardly,2
R1587,Books,Not as fast as described; bad in places.,Negative,True,not_as_advertised,not,1
R1502,Automotive,Design is unobtrusive and setup is effortless—truly amazing.,Positive,True,neg_prefix_positive,un-,5
R2211,Grocery,This Grocery purchase was clear.,Positive,False,none,,4
R2722,Home & Kitchen,The battery life is excellent.,Positive,False,none,,3
R2252,Home & Kitchen,Surprisingly fantastic for the price.,Positive,False,none,,3
R1471,Home & Kitchen,It's not uncommon for it to not charge; still reliable.,Positive,True,double_negation,not ... not,3
R1737,Toys & Games,No proper support and unreliable defect.,Negative,True,no_support,no,2
R0782,Pet Supplies,Hardly any improvement; battery life remains useless.,Negative,True,hardly_any_battery,hardly,2
R1129,Books,I've never been disappointed—great packaging.,Positive,True,never_disappointed,never,5
R0582,Clothing,Not bad at all—handy fit.,Positive,True,not_bad_at_all,not,4
R0486,Electronics,It's not uncommon for it to not charge; still durable.,Positive,True,double_negation,not ... not,5
R1859,Pet Supplies,Not as handy as described; dim in places.,Negative,True,not_as_advertised,not,3
R0938,Clothing,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,1
R0399,Sports,Not as useful as described; uncomfortable in places.,Negative,True,not_as_advertised,not,1
R0070,Sports,Came without a manual and the setup was blurry.,Negative,True,without_manual,without,1
R2034,Home & Kitchen,Surprisingly durable for the price.,Positive,False,none,,3
R2390,Pet Supplies,The glitch felt terrible.,Negative,False,none,,3
R0526,Toys & Games,"Not only handy battery life, but also handy build.",Positive,True,not_only_but_also,not only,5
R1415,Sports,I've never been disappointed—useful features.,Positive,True,never_disappointed,never,5
R2719,Sports,The support is durable.,Positive,False,none,,4
R2863,Automotive,Disappointed—laggy overall.,Negative,False,none,,2
R0880,Grocery,I've never been disappointed—affordable fit.,Positive,True,never_disappointed,never,5
R0006,Sports,Not as excellent as described; useless in places.,Negative,True,not_as_advertised,not,3
R2684,Beauty,The packaging is bright.,Positive,False,none,,5
R0271,Beauty,It's not useless at all; actually reliable.,Positive,True,litotes_not_bad,not,3
R1559,Books,"Not only handy sound, but also handy build.",Positive,True,not_only_but_also,not only,5
R1434,Clothing,It's not uncommon for it to not crash; still useful.,Positive,True,double_negation,not ... not,5
R1503,Books,"Not a performance boost, but a uncomfortable downgrade.",Negative,True,not_x_but_y_negative,not ... but,1
R0794,Grocery,Came without a manual and the setup was laggy.,Negative,True,without_manual,without,2
R2423,Automotive,Disappointed—useless overall.,Negative,False,none,,3
R0071,Toys & Games,Disappointed by the unreliable connection and improper fit.,Negative,True,neg_prefix_negative,dis-/un-/im-,2
R0528,Automotive,It's not awful at all; actually great.,Positive,True,litotes_not_bad,not,4
R1539,Electronics,"Not a premium device, but a useful value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R1175,Home & Kitchen,"Not a premium device, but a powerful value for the price.",Positive,True,not_x_but_y_positive,not ... but,4
R2443,Pet Supplies,This Pet Supplies product is flimsy.,Negative,False,none,,3
R0615,Pet Supplies,Hardly any improvement; battery life remains flimsy.,Negative,True,hardly_any_battery,hardly,2
R2881,Clothing,This Clothing product is flimsy.,Negative,False,none,,2
R1338,Sports,Not as clear as described; terrible in places.,Negative,True,not_as_advertised,not,2
R2806,Automotive,Disappointed—weak overall.,Negative,False,none,,1
R0036,Sports,It's not useless at all; actually clear.,Positive,True,litotes_not_bad,not,4
R1381,Electronics,Not bad at all—bright delivery.,Positive,True,not_bad_at_all,not,5
R0576,Electronics,It never works when I need it; terrible scratch.,Negative,True,never_works,never,2
R2150,Pet Supplies,The smell felt dim.,Negative,False,none,,2
R2562,Toys & Games,The delay felt noisy.,Negative,False,none,,2
R1618,Books,Came without a manual and the setup was flimsy.,Negative,True,without_manual,without,2
R2288,Automotive,Terrible experience; would not recommend.,Negative,False,none,,2
R2827,Clothing,The return felt noisy.,Negative,False,none,,1
R1166,Electronics,"Not only durable build, but also durable build.",Positive,True,not_only_but_also,not only,5
